전표일자,전표번호,계정코드,계정과목,차변금액,대변금액,거래처,승인일자,프로젝트코드
2016-01-31,5,81100,복리후생비,"2,232,424",0,00488,2016-01-31,0001
2016-01-31,5,13500,부가세대급금,"223,242",0,00488,2016-01-31,
2016-01-31,5,25300,미지급금,0,"2,455,666",00488,2016-01-31,0031
2016-01-31,7,81300,접대비,"600,000",0,01514,2016-01-31,0003
2016-01-31,7,13500,부가세대급금,0,0,01514,2016-01-31,
2016-01-31,7,25300,미지급금,0,"600,000",01514,2016-01-31,0031
2016-01-31,8,83100,지급수수료,"4,524,240",0,05372,2016-01-31,0002
2016-01-31,8,13500,부가세대급금,0,0,05372,2016-01-31,
2016-01-31,8,25300,미지급금,0,"4,524,240",05372,2016-01-31,0031
2016-01-31,9,83100,지급수수료,"2,077,120",0,04000,2016-01-31,0006
2016-01-31,9,13500,부가세대급금,"207,712",0,04000,2016-01-31,
2016-01-31,9,83100,지급수수료,"5,417,600",0,04000,2016-01-31,0008
2016-01-31,9,13500,부가세대급금,"541,760",0,04000,2016-01-31,
2016-01-31,9,53100,지급수수료,"263,820",0,04000,2016-01-31,0026
2016-01-31,9,13500,부가세대급금,"26,382",0,04000,2016-01-31,
2016-01-31,9,53100,지급수수료,"697,240",0,04000,2016-01-31,0026
2016-01-31,9,53100,지급수수료,"177,620",0,04000,2016-01-31,0013
2016-01-31,9,83100,지급수수료,"54,000",0,04000,2016-01-31,0006
2016-01-31,9,13500,부가세대급금,"92,886",0,04000,2016-01-31,
2016-01-31,9,25300,미지급금,0,"2,284,832",04000,2016-01-31,0032
2016-01-31,9,25300,미지급금,0,"5,959,360",04000,2016-01-31,0033
2016-01-31,9,25300,미지급금,0,"290,202",04000,2016-01-31,0033
2016-01-31,9,25300,미지급금,0,"1,021,746",04000,2016-01-31,0033
2016-01-31,10,82400,운반비,"40,000",0,02915,2016-01-31,0005
2016-01-31,10,82400,운반비,"3,560,000",0,02915,2016-01-31,0008
2016-01-31,10,82400,운반비,"2,920,000",0,02915,2016-01-31,0006
2016-01-31,10,13500,부가세대급금,"652,000",0,02915,2016-01-31,
2016-01-31,10,25300,미지급금,0,"7,172,000",02915,2016-01-31,0031
2016-01-31,11,82400,운반비,"30,000",0,05175,2016-01-31,0007
2016-01-31,11,13500,부가세대급금,"3,000",0,05175,2016-01-31,
2016-01-31,11,25300,미지급금,0,"33,000",05175,2016-01-31,0033
2016-01-31,12,82400,운반비,"2,024,606",0,00909,2016-01-31,0006
2016-01-31,12,82400,운반비,"177,562",0,00909,2016-01-31,0017
2016-01-31,12,25300,미지급금,0,"2,024,606",00909,2016-01-31,0032
2016-01-31,12,25300,미지급금,0,"177,562",00909,2016-01-31,0033
2016-01-31,13,82400,운반비,"5,227,840",0,02082,2016-01-31,0008
2016-01-31,13,25300,미지급금,0,"5,127,840",02082,2016-01-31,0033
2016-01-31,13,25300,미지급금,0,"100,000",02082,2016-01-31,0033
2016-01-31,14,53300,외주가공비,"30,073,520",0,,2016-01-31,0046
2016-01-31,14,53300,외주가공비,"36,164,898",0,,2016-01-31,0045
2016-01-31,14,53300,외주가공비,"26,650,970",0,,2016-01-31,0044
2016-01-31,14,53300,외주가공비,"5,106,468",0,,2016-01-31,0041
2016-01-31,14,53300,외주가공비,"12,538,186",0,,2016-01-31,0015
2016-01-31,14,85100,외주용역비,"10,265,462",0,,2016-01-31,0001
2016-01-31,14,13500,부가세대급금,"7,413,538",0,05544,2016-01-31,
2016-01-31,14,13500,부가세대급금,"3,542,008",0,05431,2016-01-31,
2016-01-31,14,13500,부가세대급금,"1,124,402",0,05221,2016-01-31,
2016-01-31,14,25300,미지급금,0,"81,548,934",05544,2016-01-31,0031
2016-01-31,14,25300,미지급금,0,"38,962,100",05431,2016-01-31,0031
2016-01-31,14,25300,미지급금,0,"12,368,418",05221,2016-01-31,0031
2016-01-31,15,53300,외주가공비,"76,572,128",0,04745,2016-01-31,0015
2016-01-31,15,13500,부가세대급금,"7,657,212",0,04745,2016-01-31,
2016-01-31,15,25100,외상매입금,0,"84,229,340",04745,2016-01-31,0033
2016-01-31,16,83100,지급수수료,"19,600,144",0,03654,2016-01-31,0008
2016-01-31,16,83100,지급수수료,"135,000",0,03654,2016-01-31,0008
2016-01-31,16,25300,미지급금,0,"19,600,144",03654,2016-01-31,0033
2016-01-31,16,25300,미지급금,0,"135,000",03654,2016-01-31,0033
2016-01-31,17,81100,복리후생비,"6,490,718",0,,2016-01-31,0001
2016-01-31,17,51100,복리후생비,"11,665,752",0,,2016-01-31,0001
2016-01-31,17,13500,부가세대급금,"555,224",0,05518,2016-01-31,
2016-01-31,17,13500,부가세대급금,0,0,05518,2016-01-31,
2016-01-31,17,13500,부가세대급금,0,0,05636,2016-01-31,
2016-01-31,17,13500,부가세대급금,"55,310",0,04384,2016-01-31,
2016-01-31,17,13500,부가세대급금,0,0,05187,2016-01-31,
2016-01-31,17,25300,미지급금,0,"14,351,604",05518,2016-01-31,0031
2016-01-31,17,25300,미지급금,0,"1,629,000",02648,2016-01-31,0031
2016-01-31,17,25300,미지급금,0,"1,550,000",05636,2016-01-31,0031
2016-01-31,17,25300,미지급금,0,"608,400",04384,2016-01-31,0031
2016-01-31,17,25300,미지급금,0,"480,000",05187,2016-01-31,0031
2016-01-31,17,13100,선급금,0,"148,000",01267,2016-01-31,
2016-01-31,17,13500,부가세대급금,"555,224",0,05518,2016-01-31,
2016-01-31,17,13500,부가세대급금,"-555,224",0,05518,2016-01-31,
2016-01-31,18,51100,복리후생비,"2,033,420",0,05518,2016-01-31,0015
2016-01-31,18,13500,부가세대급금,"61,706",0,05518,2016-01-31,
2016-01-31,18,13500,부가세대급금,0,0,05518,2016-01-31,
2016-01-31,18,25300,미지급금,0,"2,095,126",05518,2016-01-31,0033
2016-01-31,19,51100,복리후생비,"260,000",0,,2016-01-31,0019
2016-01-31,19,81100,복리후생비,"60,000",0,,2016-01-31,0006
2016-01-31,19,81100,복리후생비,"140,000",0,,2016-01-31,0008
2016-01-31,19,81100,복리후생비,"60,000",0,,2016-01-31,0012
2016-01-31,19,81100,복리후생비,"40,000",0,,2016-01-31,0028
2016-01-31,19,81100,복리후생비,"180,000",0,,2016-01-31,0010
2016-01-31,19,81100,복리후생비,"60,000",0,,2016-01-31,0030
2016-01-31,19,81100,복리후생비,"40,000",0,,2016-01-31,0009
2016-01-31,19,51100,복리후생비,"60,000",0,,2016-01-31,0009
2016-01-31,19,82300,경상연구개발비,"120,000",0,,2016-01-31,0050
2016-01-31,19,82300,경상연구개발비,"100,000",0,,2016-01-31,0018
2016-01-31,19,81100,복리후생비,"60,000",0,,2016-01-31,0017
2016-01-31,19,81100,복리후생비,"80,000",0,,2016-01-31,0002
2016-01-31,19,81100,복리후생비,"80,000",0,,2016-01-31,0005
2016-01-31,19,81100,복리후생비,"40,000",0,,2016-01-31,0004
2016-01-31,19,81100,복리후생비,"240,000",0,,2016-01-31,0001
2016-01-31,19,51100,복리후생비,"60,000",0,,2016-01-31,0014
2016-01-31,19,51100,복리후생비,"500,000",0,,2016-01-31,0015
2016-01-31,19,81100,복리후생비,"140,000",0,,2016-01-31,0034
2016-01-31,19,51100,복리후생비,"160,000",0,,2016-01-31,0049
2016-01-31,19,51100,복리후생비,"40,000",0,,2016-01-31,0048
2016-01-31,19,51100,복리후생비,"240,000",0,,2016-01-31,0044
2016-01-31,19,51100,복리후생비,"140,000",0,,2016-01-31,0042
2016-01-31,19,51100,복리후생비,"260,000",0,,2016-01-31,0041
2016-01-31,19,51100,복리후생비,"360,000",0,,2016-01-31,0046
2016-01-31,19,51100,복리후생비,"400,000",0,,2016-01-31,0045
2016-01-31,19,51100,복리후생비,"60,000",0,,2016-01-31,0047
2016-01-31,19,51100,복리후생비,"100,000",0,,2016-01-31,0043
2016-01-31,19,25300,미지급금,0,"4,080,000",00304,2016-01-31,0031
2016-01-31,20,81100,복리후생비,"2,800,000",0,00304,2016-01-31,0001
2016-01-31,20,81100,복리후생비,"700,000",0,00304,2016-01-31,0001
2016-01-31,20,25300,미지급금,0,"2,800,000",00304,2016-01-31,
2016-01-31,20,25300,미지급금,0,"700,000",00304,2016-01-31,
2016-01-31,21,81100,복리후생비,"400,000",0,,2016-01-31,0003
2016-01-31,21,82300,경상연구개발비,"400,000",0,,2016-01-31,0018
2016-01-31,21,81100,복리후생비,"400,000",0,,2016-01-31,0005
2016-01-31,21,81100,복리후생비,"1,200,000",0,,2016-01-31,0001
2016-01-31,21,51100,복리후생비,"2,000,000",0,,2016-01-31,0019
2016-01-31,21,81100,복리후생비,"1,200,000",0,,2016-01-31,0012
2016-01-31,21,81100,복리후생비,"1,200,000",0,,2016-01-31,0010
2016-01-31,21,81100,복리후생비,"400,000",0,,2016-01-31,0030
2016-01-31,21,51100,복리후생비,"6,000,000",0,,2016-01-31,0013
2016-01-31,21,51100,복리후생비,"6,000,000",0,,2016-01-31,0015
2016-01-31,21,25300,미지급금,0,"19,200,000",00304,2016-01-31,0031
2016-01-31,22,51200,여비교통비,"60,000",0,,2016-01-31,0019
2016-01-31,22,81200,여비교통비,"120,000",0,,2016-01-31,0034
2016-01-31,22,52200,차량유지비,"26,400",0,,2016-01-31,0043
2016-01-31,22,82200,차량유지비,"44,000",0,,2016-01-31,0030
2016-01-31,22,52200,차량유지비,"75,680",0,,2016-01-31,0049
2016-01-31,22,82200,차량유지비,"74,800",0,,2016-01-31,0001
2016-01-31,22,82200,차량유지비,"212,080",0,,2016-01-31,0005
2016-01-31,22,82200,차량유지비,"531,080",0,,2016-01-31,0009
2016-01-31,22,82200,차량유지비,"70,400",0,,2016-01-31,0028
2016-01-31,22,82200,차량유지비,"17,600",0,,2016-01-31,0034
2016-01-31,22,82200,차량유지비,"444,400",0,,2016-01-31,0017
2016-01-31,22,82200,차량유지비,"79,200",0,,2016-01-31,0002
2016-01-31,22,82300,경상연구개발비,"1,011,560",0,,2016-01-31,0018
2016-01-31,22,82300,경상연구개발비,"1,726,560",0,,2016-01-31,0050
2016-01-31,22,25300,미지급금,0,"4,493,760",00304,2016-01-31,0031
2016-01-31,23,81100,복리후생비,"6,000",0,00304,2016-01-31,0001
2016-01-31,23,51100,복리후생비,"1,074,000",0,00304,2016-01-31,0001
2016-01-31,23,51100,복리후생비,"460,000",0,00304,2016-01-31,0001
2016-01-31,23,25300,미지급금,0,"1,540,000",00304,2016-01-31,0031
2016-01-31,24,51600,전력비,"70,814,272",0,03634,2016-01-31,0013
2016-01-31,24,51600,전력비,"7,596,934",0,03634,2016-01-31,0014
2016-01-31,24,51600,전력비,"7,958,692",0,03634,2016-01-31,0015
2016-01-31,24,51600,전력비,"3,708,026",0,03634,2016-01-31,0009
2016-01-31,24,81500,수도광열비,"361,758",0,03634,2016-01-31,0001
2016-01-31,24,25300,미지급금,0,"90,439,682",03634,2016-01-31,0031
2016-01-31,25,51600,전력비,"2,521,032",0,03634,2016-01-31,0015
2016-01-31,25,51600,전력비,"567,368",0,03634,2016-01-31,0015
2016-01-31,25,51600,전력비,"86,168",0,03634,2016-01-31,0015
2016-01-31,25,25300,미지급금,0,"3,174,568",03634,2016-01-31,0033
2016-01-31,26,81100,복리후생비,"99,010",0,03634,2016-01-31,0001
2016-01-31,26,25300,미지급금,0,"99,010",03634,2016-01-31,0031
2016-01-31,26,81100,복리후생비,"28,100",0,03634,2016-01-31,0001
2016-01-31,26,25300,미지급금,0,"28,100",03634,2016-01-31,0031
2016-01-31,27,51500,수도광열비,"1,203,582",0,00557,2016-01-31,0013
2016-01-31,27,51500,수도광열비,"887,702",0,00557,2016-01-31,0014
2016-01-31,27,51500,수도광열비,"998,664",0,00557,2016-01-31,0015
2016-01-31,27,51500,수도광열비,"332,888",0,00557,2016-01-31,0009
2016-01-31,27,81500,수도광열비,"670,872",0,00557,2016-01-31,0001
2016-01-31,27,25300,미지급금,0,"4,093,708",00557,2016-01-31,0031
2016-01-31,28,51500,수도광열비,"3,309,852",0,01805,2016-01-31,0013
2016-01-31,28,51500,수도광열비,"57,878",0,01805,2016-01-31,0014
2016-01-31,28,51500,수도광열비,"376,212",0,01805,2016-01-31,0015
2016-01-31,28,51500,수도광열비,"86,818",0,01805,2016-01-31,0009
2016-01-31,28,81500,수도광열비,"1,015,500",0,01805,2016-01-31,0001
2016-01-31,28,51500,수도광열비,"96,180",0,01805,2016-01-31,0015
2016-01-31,28,81100,복리후생비,"236,600",0,01805,2016-01-31,0001
2016-01-31,28,25300,미지급금,0,"4,846,260",01805,2016-01-31,0031
2016-01-31,28,25300,미지급금,0,"96,180",01805,2016-01-31,0033
2016-01-31,28,25300,미지급금,0,"236,600",01805,2016-01-31,0031
2016-01-31,29,81400,통신비,"71,674",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"9,344",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"800,000",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"360,000",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"305,418",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"83,000",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"76,600",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"179,600",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"78,364",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"14,436",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"1,509,000",0,02934,2016-01-31,0001
2016-01-31,29,81400,통신비,"306,836",0,02934,2016-01-31,0001
2016-01-31,29,82300,경상연구개발비,"318,290",0,02934,2016-01-31,0018
2016-01-31,29,81400,통신비,"9,344",0,02934,2016-01-31,0009
2016-01-31,29,81400,통신비,"156,400",0,02934,2016-01-31,0009
2016-01-31,29,25300,미지급금,0,"4,278,306",02934,2016-01-31,0031
2016-01-31,30,81400,통신비,"1,557,936",0,02185,2016-01-31,0001
2016-01-31,30,51400,통신비,"876,338",0,02185,2016-01-31,0001
2016-01-31,30,81400,통신비,"26,000",0,02185,2016-01-31,0001
2016-01-31,30,25300,미지급금,0,"2,460,274",02185,2016-01-31,0031
2016-01-31,31,81400,통신비,"7,000",0,05333,2016-01-31,0001
2016-01-31,31,51400,통신비,"7,000",0,05333,2016-01-31,0001
2016-01-31,31,25300,미지급금,0,"14,000",05333,2016-01-31,0031
2016-01-31,32,81100,복리후생비,"290,000",0,,2016-01-31,0003
2016-01-31,32,81200,여비교통비,"252,600",0,,2016-01-31,0003
2016-01-31,32,84300,카드접대비,"1,503,000",0,,2016-01-31,0003
2016-01-31,32,83400,전시회비,"597,580",0,,2016-01-31,0003
2016-01-31,32,82200,차량유지비,"350,000",0,,2016-01-31,0003
2016-01-31,32,81200,여비교통비,"42,000",0,,2016-01-31,0034
2016-01-31,32,51100,복리후생비,"66,000",0,,2016-01-31,0041
2016-01-31,32,81100,복리후생비,"66,000",0,,2016-01-31,0010
2016-01-31,32,81100,복리후생비,"549,800",0,,2016-01-31,0003
2016-01-31,32,83400,전시회비,"1,698,392",0,,2016-01-31,0050
2016-01-31,32,83000,소모품비,"1,237,000",0,,2016-01-31,0001
2016-01-31,32,81200,여비교통비,"1,415,400",0,,2016-01-31,0003
2016-01-31,32,83100,지급수수료,"4,000",0,,2016-01-31,0001
2016-01-31,32,83000,소모품비,"320,000",0,,2016-01-31,0028
2016-01-31,32,82300,경상연구개발비,"196,460",0,,2016-01-31,0050
2016-01-31,32,25300,미지급금,0,"8,588,232",00459,2016-01-31,0031
2016-01-31,33,83100,지급수수료,"207,598",0,00117,2016-01-31,0030
2016-01-31,33,83100,지급수수료,"146,756",0,00117,2016-01-31,0030
2016-01-31,33,81200,여비교통비,"100,000",0,,2016-01-31,0003
2016-01-31,33,82200,차량유지비,"680,430",0,,2016-01-31,0003
2016-01-31,33,81100,복리후생비,"151,000",0,,2016-01-31,0001
2016-01-31,33,82200,차량유지비,"1,288,000",0,,2016-01-31,0001
2016-01-31,33,81200,여비교통비,"400,000",0,,2016-01-31,0001
2016-01-31,33,51200,여비교통비,"168,000",0,,2016-01-31,0049
2016-01-31,33,25300,미지급금,0,"3,141,784",00605,2016-01-31,
2016-01-31,34,81200,여비교통비,"300,000",0,,2016-01-31,0040
2016-01-31,34,82200,차량유지비,"734,230",0,,2016-01-31,0040
2016-01-31,34,81100,복리후생비,"82,000",0,,2016-01-31,0040
2016-01-31,34,83100,지급수수료,"240,000",0,,2016-01-31,0040
2016-01-31,34,84300,카드접대비,"548,000",0,,2016-01-31,0040
2016-01-31,34,81100,복리후생비,"212,600",0,,2016-01-31,0003
2016-01-31,34,81200,여비교통비,"2,495,724",0,,2016-01-31,0003
2016-01-31,34,84300,카드접대비,"1,919,000",0,,2016-01-31,0003
2016-01-31,34,81200,여비교통비,"1,195,200",0,,2016-01-31,0003
2016-01-31,34,81200,여비교통비,"4,151,200",0,,2016-01-31,0006
2016-01-31,34,81200,여비교통비,"8,390,600",0,,2016-01-31,0006
2016-01-31,34,82300,경상연구개발비,"2,363,600",0,,2016-01-31,0050
2016-01-31,34,25300,미지급금,0,"22,632,154",02323,2016-01-31,0031
2016-01-31,35,81200,여비교통비,"1,200,000",0,,2016-01-31,0001
2016-01-31,35,51100,복리후생비,"100,000",0,,2016-01-31,0015
2016-01-31,35,81200,여비교통비,"139,326",0,,2016-01-31,0017
2016-01-31,35,84300,카드접대비,"1,199,708",0,,2016-01-31,0017
2016-01-31,35,83400,전시회비,"3,070,510",0,,2016-01-31,0017
2016-01-31,35,51100,복리후생비,"100,000",0,,2016-01-31,0041
2016-01-31,35,81200,여비교통비,"290,860",0,,2016-01-31,0017
2016-01-31,35,81200,여비교통비,"296,000",0,,2016-01-31,0006
2016-01-31,35,83400,전시회비,"2,607,616",0,,2016-01-31,0006
2016-01-31,35,84300,카드접대비,"3,443,968",0,,2016-01-31,0006
2016-01-31,35,84300,카드접대비,"430,000",0,,2016-01-31,0003
2016-01-31,35,82600,도서인쇄비,"156,000",0,,2016-01-31,0001
2016-01-31,35,81100,복리후생비,"222,780",0,,2016-01-31,0001
2016-01-31,35,83000,소모품비,"1,276,000",0,,2016-01-31,0001
2016-01-31,35,81400,통신비,"9,760",0,,2016-01-31,0004
2016-01-31,35,82300,경상연구개발비,"946,140",0,,2016-01-31,0050
2016-01-31,35,84300,카드접대비,"324,860",0,,2016-01-31,0050
2016-01-31,35,81200,여비교통비,"1,466,388",0,,2016-01-31,0008
2016-01-31,35,81100,복리후생비,"961,000",0,,2016-01-31,0002
2016-01-31,35,81200,여비교통비,"1,216,600",0,,2016-01-31,0002
2016-01-31,35,81200,여비교통비,"6,665,470",0,,2016-01-31,0006
2016-01-31,35,81100,복리후생비,"894,000",0,,2016-01-31,0001
2016-01-31,35,83400,전시회비,"103,000",0,,2016-01-31,0008
2016-01-31,35,81200,여비교통비,"52,400",0,,2016-01-31,0001
2016-01-31,35,82600,도서인쇄비,"22,000",0,,2016-01-31,0001
2016-01-31,35,81200,여비교통비,"45,600",0,,2016-01-31,0028
2016-01-31,35,81200,여비교통비,"211,400",0,,2016-01-31,0001
2016-01-31,35,82200,차량유지비,"2,000,000",0,,2016-01-31,0001
2016-01-31,35,82200,차량유지비,"4,600,000",0,,2016-01-31,0001
2016-01-31,35,82200,차량유지비,"2,090,766",0,,2016-01-31,0003
2016-01-31,35,81200,여비교통비,"502,200",0,,2016-01-31,0003
2016-01-31,35,83000,소모품비,"148,000",0,,2016-01-31,0003
2016-01-31,35,81100,복리후생비,"1,292,400",0,,2016-01-31,0003
2016-01-31,35,81100,복리후생비,"396,000",0,,2016-01-31,0012
2016-01-31,35,83400,전시회비,"446,250",0,,2016-01-31,0010
2016-01-31,35,84300,카드접대비,"2,405,606",0,,2016-01-31,0003
2016-01-31,35,81200,여비교통비,"1,881,636",0,,2016-01-31,0003
2016-01-31,35,81100,복리후생비,"155,000",0,,2016-01-31,0034
2016-01-31,35,81100,복리후생비,"379,700",0,,2016-01-31,0002
2016-01-31,35,81200,여비교통비,"141,600",0,,2016-01-31,0002
2016-01-31,35,81200,여비교통비,"52,000",0,,2016-01-31,0028
2016-01-31,35,51200,여비교통비,"169,400",0,,2016-01-31,0019
2016-01-31,35,51100,복리후생비,"400,000",0,,2016-01-31,0044
2016-01-31,35,81100,복리후생비,"2,000,000",0,,2016-01-31,0012
2016-01-31,35,83400,전시회비,"1,926,340",0,,2016-01-31,0008
2016-01-31,35,51100,복리후생비,"720,000",0,,2016-01-31,0013
2016-01-31,35,51100,복리후생비,"120,000",0,,2016-01-31,0015
2016-01-31,35,81100,복리후생비,"540,000",0,,2016-01-31,0001
2016-01-31,35,82600,도서인쇄비,"480,000",0,,2016-01-31,0003
2016-01-31,35,81200,여비교통비,"4,912,462",0,,2016-01-31,0003
2016-01-31,35,83400,전시회비,"1,471,696",0,,2016-01-31,0003
2016-01-31,35,83100,지급수수료,"-12,254",0,,2016-01-31,0002
2016-01-31,35,13100,선급금,"148,000",0,01267,2016-01-31,
2016-01-31,35,25300,미지급금,0,"56,818,188",01267,2016-01-31,
2016-01-31,36,82400,운반비,"1,192,728",0,02792,2016-01-31,0001
2016-01-31,36,13500,부가세대급금,"119,272",0,02792,2016-01-31,
2016-01-31,36,25300,미지급금,0,"1,312,000",02792,2016-01-31,0031
2016-01-31,37,82400,운반비,"16,905,660",0,00109,2016-01-31,0008
2016-01-31,37,13500,부가세대급금,0,0,00109,2016-01-31,
2016-01-31,37,13500,부가세대급금,"30,000",0,00109,2016-01-31,
2016-01-31,37,25300,미지급금,0,"16,935,660",00109,2016-01-31,0033
2016-01-31,38,82400,운반비,"9,025,900",0,00109,2016-01-31,0006
2016-01-31,38,13500,부가세대급금,0,0,00109,2016-01-31,
2016-01-31,38,13500,부가세대급금,"40,000",0,00109,2016-01-31,
2016-01-31,38,25300,미지급금,0,"9,065,900",00109,2016-01-31,0032
2016-01-31,39,83100,지급수수료,"1,905,968",0,00304,2016-01-31,0008
2016-01-31,39,25300,미지급금,0,"1,905,968",00304,2016-01-31,0033
2016-01-31,40,82400,운반비,"549,600",0,00632,2016-01-31,0006
2016-01-31,40,13500,부가세대급금,0,0,00632,2016-01-31,
2016-01-31,40,13500,부가세대급금,"6,000",0,00632,2016-01-31,
2016-01-31,40,25300,미지급금,0,"555,600",00632,2016-01-31,0032
2016-01-31,42,10800,외상매출금,"27,567,320",0,01111,2016-01-31,0008
2016-01-31,42,40400,제품매출,0,"19,125,200",01111,2016-01-31,0008
2016-01-31,42,40400,제품매출,0,"5,936,000",01111,2016-01-31,0007
2016-01-31,42,25500,부가세예수금,0,"2,506,120",01111,2016-01-31,
2016-01-31,43,10800,외상매출금,"33,101,200",0,01111,2016-01-31,0008
2016-01-31,43,40100,상품매출,0,"8,000,000",01111,2016-01-31,0008
2016-01-31,43,40100,상품매출,0,"22,092,000",01111,2016-01-31,0008
2016-01-31,43,25500,부가세예수금,0,"3,009,200",01111,2016-01-31,
2016-01-31,44,81300,접대비,"2,000,000",0,05425,2016-01-31,0003
2016-01-31,44,13500,부가세대급금,0,0,05425,2016-01-31,
2016-01-31,44,25300,미지급금,0,"2,000,000",05425,2016-01-31,0031
2016-01-31,45,81400,통신비,"23,182",0,05000,2016-01-31,0006
2016-01-31,45,13500,부가세대급금,"2,318",0,05000,2016-01-31,
2016-01-31,45,13100,선급금,0,"25,500",05000,2016-01-31,
2016-01-31,46,10800,외상매출금,"63,446,442",0,01046,2016-01-31,0006
2016-01-31,46,25500,부가세예수금,0,0,01046,2016-01-31,
2016-01-31,46,40400,제품매출,0,"63,446,442",01046,2016-01-31,0006
2016-01-31,47,10800,외상매출금,"68,499,362",0,01594,2016-01-31,0006
2016-01-31,47,25500,부가세예수금,0,0,01594,2016-01-31,
2016-01-31,47,40400,제품매출,0,"68,499,362",01594,2016-01-31,0006
2016-01-31,48,52400,운반비,"4,602,970",0,03669,2016-01-31,0026
2016-01-31,48,13500,부가세대급금,"457,886",0,03669,2016-01-31,
2016-01-31,48,25300,미지급금,0,"5,060,856",03669,2016-01-31,0033
2016-01-31,49,52400,운반비,"120,000",0,05378,2016-01-31,0026
2016-01-31,49,13500,부가세대급금,"6,000",0,05378,2016-01-31,
2016-01-31,49,13500,부가세대급금,"6,000",0,05378,2016-01-31,
2016-01-31,49,25300,미지급금,0,"132,000",05378,2016-01-31,0033
2016-01-31,50,82400,운반비,"129,000",0,00770,2016-01-31,0008
2016-01-31,50,13500,부가세대급금,"12,900",0,00770,2016-01-31,
2016-01-31,50,25300,미지급금,0,"141,900",00770,2016-01-31,0033
2016-01-31,51,82300,경상연구개발비,"1,800,000",0,05092,2016-01-31,0018
2016-01-31,51,13500,부가세대급금,"180,000",0,05092,2016-01-31,
2016-01-31,51,25300,미지급금,0,"1,980,000",05092,2016-01-31,0031
2016-01-31,52,14600,상품,"2,629,000",0,04341,2016-01-31,0008
2016-01-31,52,13500,부가세대급금,"262,900",0,04341,2016-01-31,
2016-01-31,52,25100,외상매입금,0,"2,891,900",04341,2016-01-31,0033
2016-01-31,53,15200,부재료,"4,840,000",0,00152,2016-01-31,0015
2016-01-31,53,15200,부재료,"2,448,000",0,00152,2016-01-31,0015
2016-01-31,53,13500,부가세대급금,"728,800",0,00152,2016-01-31,
2016-01-31,53,25100,외상매입금,0,"8,016,800",00152,2016-01-31,0033
2016-01-31,54,15200,부재료,"6,700,000",0,02505,2016-01-31,0015
2016-01-31,54,13500,부가세대급금,"670,000",0,02505,2016-01-31,
2016-01-31,54,25100,외상매입금,0,"7,370,000",02505,2016-01-31,0033
2016-01-31,55,12000,미수금,"2,393,600",0,05027,2016-01-31,0001
2016-01-31,55,93000,잡이익,0,"2,176,000",05027,2016-01-31,0001
2016-01-31,55,25500,부가세예수금,0,"217,600",05027,2016-01-31,
2016-01-31,55,25500,부가세예수금,0,"501,272",05027,2016-01-31,
2016-01-31,55,25500,부가세예수금,0,"-501,272",05027,2016-01-31,
2016-01-31,57,52400,운반비,"2,244,514",0,03621,2016-01-31,0026
2016-01-31,57,13500,부가세대급금,0,0,03621,2016-01-31,
2016-01-31,57,25300,미지급금,0,"2,244,514",03621,2016-01-31,0033
2016-01-31,64,53000,소모품비,"572,000",0,02611,2016-01-31,0041
2016-01-31,64,25300,미지급금,0,"572,000",02611,2016-01-31,0032
2016-01-31,65,10800,외상매출금,"4,614,214",0,00845,2016-01-31,0008
2016-01-31,65,25500,부가세예수금,0,0,00845,2016-01-31,
2016-01-31,65,40400,제품매출,0,"4,614,214",00845,2016-01-31,0008
2016-01-31,66,80100,임원급여,"152,983,400",0,,2016-01-31,0003
2016-01-31,66,80200,급여,"19,073,120",0,,2016-01-31,0005
2016-01-31,66,80200,급여,"16,297,700",0,,2016-01-31,0030
2016-01-31,66,80200,급여,"19,203,360",0,,2016-01-31,0028
2016-01-31,66,80200,급여,"46,825,760",0,,2016-01-31,0010
2016-01-31,66,80200,급여,"32,560,580",0,,2016-01-31,0018
2016-01-31,66,80200,급여,"18,400,080",0,,2016-01-31,0006
2016-01-31,66,80200,급여,"53,617,660",0,,2016-01-31,0008
2016-01-31,66,80200,급여,"24,193,380",0,,2016-01-31,0002
2016-01-31,66,80200,급여,"31,911,780",0,,2016-01-31,0050
2016-01-31,66,50400,임금,"3,600,000",0,,2016-01-31,0026
2016-01-31,66,50400,임금,"24,857,100",0,,2016-01-31,0019
2016-01-31,66,50400,임금,"3,251,084",0,,2016-01-31,0038
2016-01-31,66,50400,임금,"20,424,260",0,,2016-01-31,0036
2016-01-31,66,50400,임금,"78,709,282",0,,2016-01-31,0015
2016-01-31,66,80200,급여,"32,116,760",0,,2016-01-31,0034
2016-01-31,66,50400,임금,"11,956,120",0,,2016-01-31,0048
2016-01-31,66,82300,경상연구개발비,"2,000,000",0,,2016-01-31,0034
